Fecha,DiaSemana,Mes,Anio,MesAnio,FinDeSemana,Quincena,QuincenaCompleta,FechaNumero
11/05/2017,Jueves,5,2017,201705,Entre Semana,NoQuincena,PrimeraQuincena,20170511
12/05/2017,Viernes,5,2017,201705,Entre Semana,NoQuincena,PrimeraQuincena,20170512
13/05/2017,Sábado,5,2017,201705,Fin de Semana,NoQuincena,PrimeraQuincena,20170513
14/05/2017,Domingo,5,2017,201705,Fin de Semana,SegundaQuincena,PrimeraQuincena,20170514
15/05/2017,Lunes,5,2017,201705,Entre Semana,SegundaQuincena,PrimeraQuincena,20170515
16/05/2017,Martes,5,2017,201705,Entre Semana,SegundaQuincena,SegundaQuincena,20170516
17/05/2017,Miércoles,5,2017,201705,Entre Semana,SegundaQuincena,SegundaQuincena,20170517
18/05/2017,Jueves,5,2017,201705,Entre Semana,SegundaQuincena,SegundaQuincena,20170518
19/05/2017,Viernes,5,2017,201705,Entre Semana,SegundaQuincena,SegundaQuincena,20170519
20/05/2017,Sábado,5,2017,201705,Fin de Semana,NoQuincena,SegundaQuincena,20170520
21/05/2017,Domingo,5,2017,201705,Fin de Semana,NoQuincena,SegundaQuincena,20170521
22/05/2017,Lunes,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170522
23/05/2017,Martes,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170523
24/05/2017,Miércoles,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170524
25/05/2017,Jueves,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170525
26/05/2017,Viernes,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170526
27/05/2017,Sábado,5,2017,201705,Fin de Semana,NoQuincena,SegundaQuincena,20170527
28/05/2017,Domingo,5,2017,201705,Fin de Semana,NoQuincena,SegundaQuincena,20170528
29/05/2017,Lunes,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170529
30/05/2017,Martes,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170530
31/05/2017,Miércoles,5,2017,201705,Entre Semana,NoQuincena,SegundaQuincena,20170531
1/06/2017,Jueves,6,2017,201706,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170601
2/06/2017,Viernes,6,2017,201706,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170602
3/06/2017,Sábado,6,2017,201706,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170603
4/06/2017,Domingo,6,2017,201706,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170604
5/06/2017,Lunes,6,2017,201706,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170605
6/06/2017,Martes,6,2017,201706,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170606
7/06/2017,Miércoles,6,2017,201706,Entre Semana,NoQuincena,PrimeraQuincena,20170607
8/06/2017,Jueves,6,2017,201706,Entre Semana,NoQuincena,PrimeraQuincena,20170608
9/06/2017,Viernes,6,2017,201706,Entre Semana,NoQuincena,PrimeraQuincena,20170609
10/06/2017,Sábado,6,2017,201706,Fin de Semana,NoQuincena,PrimeraQuincena,20170610
11/06/2017,Domingo,6,2017,201706,Fin de Semana,NoQuincena,PrimeraQuincena,20170611
12/06/2017,Lunes,6,2017,201706,Entre Semana,NoQuincena,PrimeraQuincena,20170612
13/06/2017,Martes,6,2017,201706,Entre Semana,NoQuincena,PrimeraQuincena,20170613
14/06/2017,Miércoles,6,2017,201706,Entre Semana,SegundaQuincena,PrimeraQuincena,20170614
15/06/2017,Jueves,6,2017,201706,Entre Semana,SegundaQuincena,PrimeraQuincena,20170615
16/06/2017,Viernes,6,2017,201706,Entre Semana,SegundaQuincena,SegundaQuincena,20170616
17/06/2017,Sábado,6,2017,201706,Fin de Semana,SegundaQuincena,SegundaQuincena,20170617
18/06/2017,Domingo,6,2017,201706,Fin de Semana,SegundaQuincena,SegundaQuincena,20170618
19/06/2017,Lunes,6,2017,201706,Entre Semana,SegundaQuincena,SegundaQuincena,20170619
20/06/2017,Martes,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170620
21/06/2017,Miércoles,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170621
22/06/2017,Jueves,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170622
23/06/2017,Viernes,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170623
24/06/2017,Sábado,6,2017,201706,Fin de Semana,NoQuincena,SegundaQuincena,20170624
25/06/2017,Domingo,6,2017,201706,Fin de Semana,NoQuincena,SegundaQuincena,20170625
26/06/2017,Lunes,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170626
27/06/2017,Martes,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170627
28/06/2017,Miércoles,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170628
29/06/2017,Jueves,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170629
30/06/2017,Viernes,6,2017,201706,Entre Semana,NoQuincena,SegundaQuincena,20170630
1/07/2017,Sábado,7,2017,201707,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170701
2/07/2017,Domingo,7,2017,201707,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170702
3/07/2017,Lunes,7,2017,201707,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170703
4/07/2017,Martes,7,2017,201707,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170704
5/07/2017,Miércoles,7,2017,201707,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170705
6/07/2017,Jueves,7,2017,201707,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170706
7/07/2017,Viernes,7,2017,201707,Entre Semana,NoQuincena,PrimeraQuincena,20170707
8/07/2017,Sábado,7,2017,201707,Fin de Semana,NoQuincena,PrimeraQuincena,20170708
9/07/2017,Domingo,7,2017,201707,Fin de Semana,NoQuincena,PrimeraQuincena,20170709
10/07/2017,Lunes,7,2017,201707,Entre Semana,NoQuincena,PrimeraQuincena,20170710
11/07/2017,Martes,7,2017,201707,Entre Semana,NoQuincena,PrimeraQuincena,20170711
12/07/2017,Miércoles,7,2017,201707,Entre Semana,NoQuincena,PrimeraQuincena,20170712
13/07/2017,Jueves,7,2017,201707,Entre Semana,NoQuincena,PrimeraQuincena,20170713
14/07/2017,Viernes,7,2017,201707,Entre Semana,SegundaQuincena,PrimeraQuincena,20170714
15/07/2017,Sábado,7,2017,201707,Fin de Semana,SegundaQuincena,PrimeraQuincena,20170715
16/07/2017,Domingo,7,2017,201707,Fin de Semana,SegundaQuincena,SegundaQuincena,20170716
17/07/2017,Lunes,7,2017,201707,Entre Semana,SegundaQuincena,SegundaQuincena,20170717
18/07/2017,Martes,7,2017,201707,Entre Semana,SegundaQuincena,SegundaQuincena,20170718
19/07/2017,Miércoles,7,2017,201707,Entre Semana,SegundaQuincena,SegundaQuincena,20170719
20/07/2017,Jueves,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170720
21/07/2017,Viernes,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170721
22/07/2017,Sábado,7,2017,201707,Fin de Semana,NoQuincena,SegundaQuincena,20170722
23/07/2017,Domingo,7,2017,201707,Fin de Semana,NoQuincena,SegundaQuincena,20170723
24/07/2017,Lunes,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170724
25/07/2017,Martes,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170725
26/07/2017,Miércoles,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170726
27/07/2017,Jueves,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170727
28/07/2017,Viernes,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170728
29/07/2017,Sábado,7,2017,201707,Fin de Semana,NoQuincena,SegundaQuincena,20170729
30/07/2017,Domingo,7,2017,201707,Fin de Semana,NoQuincena,SegundaQuincena,20170730
31/07/2017,Lunes,7,2017,201707,Entre Semana,NoQuincena,SegundaQuincena,20170731
1/08/2017,Martes,8,2017,201708,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170801
2/08/2017,Miércoles,8,2017,201708,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170802
3/08/2017,Jueves,8,2017,201708,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170803
4/08/2017,Viernes,8,2017,201708,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170804
5/08/2017,Sábado,8,2017,201708,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170805
6/08/2017,Domingo,8,2017,201708,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170806
7/08/2017,Lunes,8,2017,201708,Entre Semana,NoQuincena,PrimeraQuincena,20170807
8/08/2017,Martes,8,2017,201708,Entre Semana,NoQuincena,PrimeraQuincena,20170808
9/08/2017,Miércoles,8,2017,201708,Entre Semana,NoQuincena,PrimeraQuincena,20170809
10/08/2017,Jueves,8,2017,201708,Entre Semana,NoQuincena,PrimeraQuincena,20170810
11/08/2017,Viernes,8,2017,201708,Entre Semana,NoQuincena,PrimeraQuincena,20170811
12/08/2017,Sábado,8,2017,201708,Fin de Semana,NoQuincena,PrimeraQuincena,20170812
13/08/2017,Domingo,8,2017,201708,Fin de Semana,NoQuincena,PrimeraQuincena,20170813
14/08/2017,Lunes,8,2017,201708,Entre Semana,SegundaQuincena,PrimeraQuincena,20170814
15/08/2017,Martes,8,2017,201708,Entre Semana,SegundaQuincena,PrimeraQuincena,20170815
16/08/2017,Miércoles,8,2017,201708,Entre Semana,SegundaQuincena,SegundaQuincena,20170816
17/08/2017,Jueves,8,2017,201708,Entre Semana,SegundaQuincena,SegundaQuincena,20170817
18/08/2017,Viernes,8,2017,201708,Entre Semana,SegundaQuincena,SegundaQuincena,20170818
19/08/2017,Sábado,8,2017,201708,Fin de Semana,SegundaQuincena,SegundaQuincena,20170819
20/08/2017,Domingo,8,2017,201708,Fin de Semana,NoQuincena,SegundaQuincena,20170820
21/08/2017,Lunes,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170821
22/08/2017,Martes,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170822
23/08/2017,Miércoles,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170823
24/08/2017,Jueves,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170824
25/08/2017,Viernes,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170825
26/08/2017,Sábado,8,2017,201708,Fin de Semana,NoQuincena,SegundaQuincena,20170826
27/08/2017,Domingo,8,2017,201708,Fin de Semana,NoQuincena,SegundaQuincena,20170827
28/08/2017,Lunes,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170828
29/08/2017,Martes,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170829
30/08/2017,Miércoles,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170830
31/08/2017,Jueves,8,2017,201708,Entre Semana,NoQuincena,SegundaQuincena,20170831
1/09/2017,Viernes,9,2017,201709,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170901
2/09/2017,Sábado,9,2017,201709,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170902
3/09/2017,Domingo,9,2017,201709,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20170903
4/09/2017,Lunes,9,2017,201709,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170904
5/09/2017,Martes,9,2017,201709,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170905
6/09/2017,Miércoles,9,2017,201709,Entre Semana,PrimeraQuincena,PrimeraQuincena,20170906
7/09/2017,Jueves,9,2017,201709,Entre Semana,NoQuincena,PrimeraQuincena,20170907
8/09/2017,Viernes,9,2017,201709,Entre Semana,NoQuincena,PrimeraQuincena,20170908
9/09/2017,Sábado,9,2017,201709,Fin de Semana,NoQuincena,PrimeraQuincena,20170909
10/09/2017,Domingo,9,2017,201709,Fin de Semana,NoQuincena,PrimeraQuincena,20170910
11/09/2017,Lunes,9,2017,201709,Entre Semana,NoQuincena,PrimeraQuincena,20170911
12/09/2017,Martes,9,2017,201709,Entre Semana,NoQuincena,PrimeraQuincena,20170912
13/09/2017,Miércoles,9,2017,201709,Entre Semana,NoQuincena,PrimeraQuincena,20170913
14/09/2017,Jueves,9,2017,201709,Entre Semana,SegundaQuincena,PrimeraQuincena,20170914
15/09/2017,Viernes,9,2017,201709,Entre Semana,SegundaQuincena,PrimeraQuincena,20170915
16/09/2017,Sábado,9,2017,201709,Fin de Semana,SegundaQuincena,SegundaQuincena,20170916
17/09/2017,Domingo,9,2017,201709,Fin de Semana,SegundaQuincena,SegundaQuincena,20170917
18/09/2017,Lunes,9,2017,201709,Entre Semana,SegundaQuincena,SegundaQuincena,20170918
19/09/2017,Martes,9,2017,201709,Entre Semana,SegundaQuincena,SegundaQuincena,20170919
20/09/2017,Miércoles,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170920
21/09/2017,Jueves,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170921
22/09/2017,Viernes,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170922
23/09/2017,Sábado,9,2017,201709,Fin de Semana,NoQuincena,SegundaQuincena,20170923
24/09/2017,Domingo,9,2017,201709,Fin de Semana,NoQuincena,SegundaQuincena,20170924
25/09/2017,Lunes,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170925
26/09/2017,Martes,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170926
27/09/2017,Miércoles,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170927
28/09/2017,Jueves,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170928
29/09/2017,Viernes,9,2017,201709,Entre Semana,NoQuincena,SegundaQuincena,20170929
30/09/2017,Sábado,9,2017,201709,Fin de Semana,NoQuincena,SegundaQuincena,20170930
1/10/2017,Domingo,10,2017,201710,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20171001
2/10/2017,Lunes,10,2017,201710,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171002
3/10/2017,Martes,10,2017,201710,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171003
4/10/2017,Miércoles,10,2017,201710,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171004
5/10/2017,Jueves,10,2017,201710,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171005
6/10/2017,Viernes,10,2017,201710,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171006
7/10/2017,Sábado,10,2017,201710,Fin de Semana,NoQuincena,PrimeraQuincena,20171007
8/10/2017,Domingo,10,2017,201710,Fin de Semana,NoQuincena,PrimeraQuincena,20171008
9/10/2017,Lunes,10,2017,201710,Entre Semana,NoQuincena,PrimeraQuincena,20171009
10/10/2017,Martes,10,2017,201710,Entre Semana,NoQuincena,PrimeraQuincena,20171010
11/10/2017,Miércoles,10,2017,201710,Entre Semana,NoQuincena,PrimeraQuincena,20171011
12/10/2017,Jueves,10,2017,201710,Entre Semana,NoQuincena,PrimeraQuincena,20171012
13/10/2017,Viernes,10,2017,201710,Entre Semana,NoQuincena,PrimeraQuincena,20171013
14/10/2017,Sábado,10,2017,201710,Fin de Semana,SegundaQuincena,PrimeraQuincena,20171014
15/10/2017,Domingo,10,2017,201710,Fin de Semana,SegundaQuincena,PrimeraQuincena,20171015
16/10/2017,Lunes,10,2017,201710,Entre Semana,SegundaQuincena,SegundaQuincena,20171016
17/10/2017,Martes,10,2017,201710,Entre Semana,SegundaQuincena,SegundaQuincena,20171017
18/10/2017,Miércoles,10,2017,201710,Entre Semana,SegundaQuincena,SegundaQuincena,20171018
19/10/2017,Jueves,10,2017,201710,Entre Semana,SegundaQuincena,SegundaQuincena,20171019
20/10/2017,Viernes,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171020
21/10/2017,Sábado,10,2017,201710,Fin de Semana,NoQuincena,SegundaQuincena,20171021
22/10/2017,Domingo,10,2017,201710,Fin de Semana,NoQuincena,SegundaQuincena,20171022
23/10/2017,Lunes,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171023
24/10/2017,Martes,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171024
25/10/2017,Miércoles,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171025
26/10/2017,Jueves,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171026
27/10/2017,Viernes,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171027
28/10/2017,Sábado,10,2017,201710,Fin de Semana,NoQuincena,SegundaQuincena,20171028
29/10/2017,Domingo,10,2017,201710,Fin de Semana,NoQuincena,SegundaQuincena,20171029
30/10/2017,Lunes,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171030
31/10/2017,Martes,10,2017,201710,Entre Semana,NoQuincena,SegundaQuincena,20171031
1/11/2017,Miércoles,11,2017,201711,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171101
2/11/2017,Jueves,11,2017,201711,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171102
3/11/2017,Viernes,11,2017,201711,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171103
4/11/2017,Sábado,11,2017,201711,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20171104
5/11/2017,Domingo,11,2017,201711,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20171105
6/11/2017,Lunes,11,2017,201711,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171106
7/11/2017,Martes,11,2017,201711,Entre Semana,NoQuincena,PrimeraQuincena,20171107
8/11/2017,Miércoles,11,2017,201711,Entre Semana,NoQuincena,PrimeraQuincena,20171108
9/11/2017,Jueves,11,2017,201711,Entre Semana,NoQuincena,PrimeraQuincena,20171109
10/11/2017,Viernes,11,2017,201711,Entre Semana,NoQuincena,PrimeraQuincena,20171110
11/11/2017,Sábado,11,2017,201711,Fin de Semana,NoQuincena,PrimeraQuincena,20171111
12/11/2017,Domingo,11,2017,201711,Fin de Semana,NoQuincena,PrimeraQuincena,20171112
13/11/2017,Lunes,11,2017,201711,Entre Semana,NoQuincena,PrimeraQuincena,20171113
14/11/2017,Martes,11,2017,201711,Entre Semana,SegundaQuincena,PrimeraQuincena,20171114
15/11/2017,Miércoles,11,2017,201711,Entre Semana,SegundaQuincena,PrimeraQuincena,20171115
16/11/2017,Jueves,11,2017,201711,Entre Semana,SegundaQuincena,SegundaQuincena,20171116
17/11/2017,Viernes,11,2017,201711,Entre Semana,SegundaQuincena,SegundaQuincena,20171117
18/11/2017,Sábado,11,2017,201711,Fin de Semana,SegundaQuincena,SegundaQuincena,20171118
19/11/2017,Domingo,11,2017,201711,Fin de Semana,SegundaQuincena,SegundaQuincena,20171119
20/11/2017,Lunes,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171120
21/11/2017,Martes,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171121
22/11/2017,Miércoles,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171122
23/11/2017,Jueves,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171123
24/11/2017,Viernes,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171124
25/11/2017,Sábado,11,2017,201711,Fin de Semana,NoQuincena,SegundaQuincena,20171125
26/11/2017,Domingo,11,2017,201711,Fin de Semana,NoQuincena,SegundaQuincena,20171126
27/11/2017,Lunes,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171127
28/11/2017,Martes,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171128
29/11/2017,Miércoles,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171129
30/11/2017,Jueves,11,2017,201711,Entre Semana,NoQuincena,SegundaQuincena,20171130
1/12/2017,Viernes,12,2017,201712,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171201
2/12/2017,Sábado,12,2017,201712,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20171202
3/12/2017,Domingo,12,2017,201712,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20171203
4/12/2017,Lunes,12,2017,201712,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171204
5/12/2017,Martes,12,2017,201712,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171205
6/12/2017,Miércoles,12,2017,201712,Entre Semana,PrimeraQuincena,PrimeraQuincena,20171206
7/12/2017,Jueves,12,2017,201712,Entre Semana,NoQuincena,PrimeraQuincena,20171207
8/12/2017,Viernes,12,2017,201712,Entre Semana,NoQuincena,PrimeraQuincena,20171208
9/12/2017,Sábado,12,2017,201712,Fin de Semana,NoQuincena,PrimeraQuincena,20171209
10/12/2017,Domingo,12,2017,201712,Fin de Semana,NoQuincena,PrimeraQuincena,20171210
11/12/2017,Lunes,12,2017,201712,Entre Semana,NoQuincena,PrimeraQuincena,20171211
12/12/2017,Martes,12,2017,201712,Entre Semana,NoQuincena,PrimeraQuincena,20171212
13/12/2017,Miércoles,12,2017,201712,Entre Semana,NoQuincena,PrimeraQuincena,20171213
14/12/2017,Jueves,12,2017,201712,Entre Semana,SegundaQuincena,PrimeraQuincena,20171214
15/12/2017,Viernes,12,2017,201712,Entre Semana,SegundaQuincena,PrimeraQuincena,20171215
16/12/2017,Sábado,12,2017,201712,Fin de Semana,SegundaQuincena,SegundaQuincena,20171216
17/12/2017,Domingo,12,2017,201712,Fin de Semana,SegundaQuincena,SegundaQuincena,20171217
18/12/2017,Lunes,12,2017,201712,Entre Semana,SegundaQuincena,SegundaQuincena,20171218
19/12/2017,Martes,12,2017,201712,Entre Semana,SegundaQuincena,SegundaQuincena,20171219
20/12/2017,Miércoles,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171220
21/12/2017,Jueves,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171221
22/12/2017,Viernes,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171222
23/12/2017,Sábado,12,2017,201712,Fin de Semana,NoQuincena,SegundaQuincena,20171223
24/12/2017,Domingo,12,2017,201712,Fin de Semana,NoQuincena,SegundaQuincena,20171224
25/12/2017,Lunes,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171225
26/12/2017,Martes,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171226
27/12/2017,Miércoles,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171227
28/12/2017,Jueves,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171228
29/12/2017,Viernes,12,2017,201712,Entre Semana,NoQuincena,SegundaQuincena,20171229
30/12/2017,Sábado,12,2017,201712,Fin de Semana,NoQuincena,SegundaQuincena,20171230
31/12/2017,Domingo,12,2017,201712,Fin de Semana,NoQuincena,SegundaQuincena,20171231
1/01/2018,Lunes,1,2018,201801,Entre Semana,PrimeraQuincena,PrimeraQuincena,20180101
2/01/2018,Martes,1,2018,201801,Entre Semana,PrimeraQuincena,PrimeraQuincena,20180102
3/01/2018,Miércoles,1,2018,201801,Entre Semana,PrimeraQuincena,PrimeraQuincena,20180103
4/01/2018,Jueves,1,2018,201801,Entre Semana,PrimeraQuincena,PrimeraQuincena,20180104
5/01/2018,Viernes,1,2018,201801,Entre Semana,PrimeraQuincena,PrimeraQuincena,20180105
6/01/2018,Sábado,1,2018,201801,Fin de Semana,PrimeraQuincena,PrimeraQuincena,20180106
7/01/2018,Domingo,1,2018,201801,Fin de Semana,NoQuincena,PrimeraQuincena,20180107
8/01/2018,Lunes,1,2018,201801,Entre Semana,NoQuincena,PrimeraQuincena,20180108
9/01/2018,Martes,1,2018,201801,Entre Semana,NoQuincena,PrimeraQuincena,20180109
10/01/2018,Miércoles,1,2018,201801,Entre Semana,NoQuincena,PrimeraQuincena,20180110
11/01/2018,Jueves,1,2018,201801,Entre Semana,NoQuincena,PrimeraQuincena,20180111
12/01/2018,Viernes,1,2018,201801,Entre Semana,NoQuincena,PrimeraQuincena,20180112
13/01/2018,Sábado,1,2018,201801,Fin de Semana,NoQuincena,PrimeraQuincena,20180113
14/01/2018,Domingo,1,2018,201801,Fin de Semana,SegundaQuincena,PrimeraQuincena,20180114
15/01/2018,Lunes,1,2018,201801,Entre Semana,SegundaQuincena,PrimeraQuincena,20180115
16/01/2018,Martes,1,2018,201801,Entre Semana,SegundaQuincena,SegundaQuincena,20180116
17/01/2018,Miércoles,1,2018,201801,Entre Semana,SegundaQuincena,SegundaQuincena,20180117
18/01/2018,Jueves,1,2018,201801,Entre Semana,SegundaQuincena,SegundaQuincena,20180118
